"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97940974957903,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,9.51530172305356,NA,7.86865689335211,NA,NA,0.499732589509943,NA
"19",6.29410708711879,8.05215001404472,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7536343398224,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83519997847125,NA
"21",NA,NA,NA,1.36500823303983,NA,NA,3.27235046131085,NA,NA,4.74758512465042,NA,7.89906211801619,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA,NA,NA,5.37668504018393,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,13.1661900726396,NA,NA,NA,NA,NA,NA,10.558270848181,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,5.06894347995366,NA,3.94663448564659,NA,NA,NA,NA,NA
"26",NA,NA,18.6572227099182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,8.77088908846566,NA,NA,NA,NA,14.2890837624275,NA,NA,4.38826661958003
"28",NA,NA,NA,NA,NA,NA,NA,6.85741367850655,12.1931033216433,NA,NA,16.5344085612086,NA,NA,NA
"29",NA,12.5863555231248,NA,NA,NA,NA,NA,NA,NA,9.69040395761352,NA,NA,NA,3.81106360957564,NA
"30",NA,5.22692971606422,NA,NA,NA,2.42078205024017,1.89253673362583,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,7.39312519863803,NA,NA,4.53906420131437,NA,NA,NA,NA,NA
"32",6.80241608980898,NA,NA,NA,NA,NA,NA,NA,9.0834885981686,NA,NA,NA,NA,NA,NA
"33",NA,3.76501650152712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30780483395682,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,7.31105585010305,13.5996971236782,10.9681876374085,NA,NA,NA,NA,11.161319020338,NA,NA,3.50797804622517,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2.93414839311033,NA,NA,NA,NA,NA,NA,NA,2.09385783431432,NA,NA,NA,NA,NA,4.89021570496041
"38",NA,NA,NA,NA,NA,NA,NA,3.68773927344104,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,4.68474030573004,NA,1.20244957597302,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,1.88496443391538,4.63532668928015,NA,NA,NA,5.41627059097218,NA,NA
"41",NA,NA,NA,NA,NA,0.691116693640493,NA,NA,NA,NA,3.16358525611763,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,7.49822565781795,NA,6.37947279254934,6.36723646486296,NA,6.05204652459162,NA,NA,NA,NA,NA,NA,2.68438450069238,NA
"44",6.15272181667697,NA,NA,NA,NA,NA,4.8554564569964,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,6.40238830909598,10.2386604678315,4.27612757332596,NA,NA,NA,2.53314538857996,NA
"46",NA,NA,NA,NA,NA,4.4166108540777,NA,NA,NA,NA,NA,NA,NA,5.39699185203306,NA
"47",NA,NA,NA,5.03094459216297,NA,NA,6.53673274303504,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,18.3407812164864,NA,NA,NA,NA,NA,11.1496611004074,5.03993263161683,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,7.67170605888732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,10.4231368723945,7.29043124468845,NA,NA,NA,11.8855548751222,14.9025394424319,13.9702533548634,NA,NA
"52",4.5018877620602,NA,NA,NA,NA,NA,4.63962697081031,4.91065491910224,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,14.245596898577,NA,NA,8.73561807704966,NA,NA,10.1362018135227,NA,NA,NA,NA,NA,NA
"54",8.2489634678821,6.51016992610101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,1.84293193900692,NA,NA,NA,NA,NA,2.5162962836582,NA,NA,NA,NA,NA,NA,NA
"56",8.31386179372593,7.9469215797433,NA,NA,NA,NA,NA,NA,NA,NA,8.64128034309041,NA,NA,NA,NA
"57",NA,6.54105541271739,NA,NA,NA,2.35140184502335,3.57810934728417,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,8.71213220728355,NA,NA,NA,NA,NA,7.09680430931781,NA,5.07745306901515,7.2742279077567,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,4.9160074843308,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18221342517184,NA
"61",NA,NA,NA,NA,NA,6.46484665308256,NA,NA,NA,NA,NA,NA,NA,NA,7.37765606344859
"62",12.0321498290091,NA,NA,NA,NA,NA,NA,NA,9.96891047972928,NA,NA,NA,17.0921069292974,NA,NA
"63",NA,NA,NA,NA,NA,NA,5.83759625152051,NA,NA,NA,8.13552335338066,10.6213146999002,NA,NA,NA
"64",NA,NA,NA,4.59347183922288,NA,NA,NA,4.77989838572728,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,3.68059606957757,NA,NA,NA,NA,0.343328120977279,NA,NA,NA,NA,NA
"66",NA,NA,18.5692884966625,NA,NA,NA,NA,NA,NA,NA,NA,13.7605574664783,NA,NA,8.23042331389717
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47499031604939
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,17.6350348973786,NA,NA,NA,NA,6.39338315120076,NA,NA,NA,NA,NA,2.53480802241465,9.34016405749896
"70",NA,1.05239769252177,NA,NA,NA,NA,NA,NA,NA,0.935856276403856,NA,NA,NA,NA,NA
"71",7.91096373599011,5.94976738786306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,6.50299606722487,NA,NA,NA,NA,4.93605321204603,NA,NA,NA,0,8.28440689478246
"73",NA,NA,10.4313432102464,NA,8.19901258728754,NA,NA,NA,NA,NA,NA,NA,7.48512867464948,NA,5.91880094675982
"74",NA,5.06395035934098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0020690571741,1.86482311865445,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41613321376995
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,8.86039299936111,12.3567461787381,NA,6.89205992890523,3.83807189642266,NA,NA,5.90748887797608,NA,NA,NA,NA,1.92722334059715,NA
"78",NA,NA,NA,4.388573457282,NA,NA,5.74858158517885,NA,NA,NA,NA,NA,4.46665328609886,NA,NA
"79",NA,10.7497185093311,NA,NA,NA,12.3572923005868,NA,NA,NA,9.97188139332572,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01565931296612,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA,NA,5.50696129108882,NA,6.44485436876096,NA,4.66851129365849,NA,NA
"83",NA,NA,NA,NA,NA,NA,5.87602526190237,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,12.3508452782887,NA,NA,NA,NA,NA,3.77876240776915,4.50314488560369,7.85209712274682,NA,NA,1.25906492232082,NA
"85",NA,NA,NA,NA,NA,NA,10.2059906032549,8.35161229952614,NA,NA,NA,NA,NA,NA,NA
"86",NA,5.40828891459772,NA,NA,NA,NA,NA,NA,NA,5.84987159378054,NA,11.3698936023435,NA,NA,NA
"87",NA,NA,NA,NA,16.4909959620647,NA,NA,NA,NA,NA,NA,16.0779955153679,NA,NA,NA
"88",NA,NA,NA,NA,NA,6.3087581989582,NA,NA,NA,NA,6.40002110697712,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.662552619273,NA,NA,NA,9.86023572305929
"90",NA,NA,NA,NA,NA,NA,NA,6.56460490797371,NA,NA,NA,NA,NA,NA,9.74115191418159
"91",NA,NA,14.1428659273144,NA,6.77514584664498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",6.28727011055196,NA,NA,NA,NA,7.08638189729549,NA,3.98677477519641,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,4.66703186080445,NA,NA,NA,NA,NA,NA,NA,3.98494808652223,NA
"95",5.40750082883821,NA,9.6893769368071,NA,NA,5.68554216537543,NA,NA,NA,NA,NA,10.8471867652117,NA,NA,NA
"96",NA,9.46642756934644,20.6225040153052,NA,NA,NA,NA,7.89011151293981,13.0001804070707,8.12199699949779,NA,NA,12.9005032047057,NA,NA
"97",NA,6.88299317421426,NA,NA,NA,NA,8.09933027962878,NA,NA,NA,NA,NA,11.5441533282978,NA,NA
"98",NA,NA,NA,NA,10.0115209257888,NA,NA,NA,9.67929979495188,NA,6.29154004282449,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,3.9541112134016,NA,NA,NA,NA,NA,NA,NA,NA,5.40946364556813
"100",NA,NA,16.2209541033608,NA,10.4428555677665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",4.13454154710547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25058033296932,NA,8.29156655812946,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA,NA,6.21458761602951,NA,NA,12.0421029846714,NA,NA,NA,NA
"105",NA,NA,NA,NA,14.5476187407546,NA,NA,NA,NA,NA,NA,14.8586378847225,NA,NA,NA
"106",NA,NA,5.1119452423284,NA,NA,NA,2.34196525077281,NA,4.52199862384575,NA,4.04723083292482,NA,NA,NA,NA
"107",11.4468345812342,9.00148859150521,NA,6.25459420839142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44941052618118,NA,NA,14.5963954051391,NA,4.08695639758787
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2667995272598
"110",NA,NA,22.3872954035864,NA,15.3965343916131,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3409338438715
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,5.77758353587352,NA,8.92522846529504,NA,NA,NA,7.00303811052048,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57501163537446
"114",NA,NA,NA,5.62804179963335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",13.8745288065286,11.9690882153446,NA,NA,NA,NA,NA,NA,12.7133061190048,NA,NA,19.3865022775133,NA,NA,12.6804591847723
"116",NA,NA,NA,NA,NA,NA,8.71596805031054,NA,12.485909822373,NA,12.4802472427555,NA,NA,3.12256059311416,NA
"117",NA,NA,5.34749947045703,NA,7.20079640893033,NA,NA,NA,5.20956210836679,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA,NA,0.472535362872628,NA,4.88246094663068,NA,NA,NA,NA,NA
"119",NA,NA,11.8534404305019,NA,3.88500671285873,0.943887769212752,NA,NA,6.52061844795173,NA,NA,5.0662532142112,3.02836883966858,NA,NA
"120",15.2513424211095,6.83255756533152,NA,NA,16.5188544597239,10.801419858536,8.05473847284043,NA,10.6493193550253,6.59362662218898,NA,NA,NA,NA,NA
"121",NA,NA,NA,8.33585003923617,15.9736314842986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79680611541203,NA,NA,NA,2.81432670472766,NA
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5733945861443,NA,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.10818975091145,NA,6.49582350896235,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88992343805341,NA
"126",NA,NA,NA,4.48874321558694,NA,12.9928313477417,NA,NA,NA,NA,7.06091056689311,NA,NA,NA,NA
"127",7.61109471153487,NA,NA,NA,NA,NA,4.06046882679678,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,14.4524163057103,NA,NA,9.16650377152271,NA,NA,NA,9.45750649957647,NA,NA,NA,NA,NA
"129",8.24380101999103,NA,NA,5.90024305993643,NA,NA,NA,NA,NA,3.60996044361986,NA,12.210218605973,NA,NA,NA
"130",NA,NA,12.3468118359632,NA,NA,9.82761640511479,NA,4.27940629858774,NA,NA,NA,NA,13.417937704604,NA,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"132",NA,NA,NA,NA,NA,4.0642407684101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88869085773367,NA,NA,NA
"134",12.8036503157548,NA,NA,4.66164590573889,NA,NA,NA,4.97936590924922,NA,7.56675708547837,NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,NA,NA,NA,NA,8.60774431043555,NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,6.63493967961604,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26327369020873,NA
"137",NA,NA,NA,NA,NA,NA,NA,2.52677879579561,NA,NA,2.73664247728318,NA,NA,1.43166288204465,NA
"138",NA,NA,NA,NA,NA,NA,3.15257606234414,NA,NA,3.64107584969269,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02104526055893,NA,NA,NA,NA,NA
"140",NA,3.70769489227763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53853580163146,NA
"141",NA,NA,NA,5.86460832648986,NA,NA,NA,NA,11.5623933086075,NA,NA,NA,16.3979615154953,4.03287472580214,NA
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5134642743035,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,8.73821466753773,NA,3.40925278052999,NA,NA,NA,NA,NA,NA,2.57247643140789,NA
"145",7.83014291228319,NA,9.81556322346712,NA,NA,NA,NA,NA,6.74707096271237,NA,NA,NA,8.53930086660307,NA,NA
"146",NA,NA,NA,NA,NA,9.4728585744711,NA,5.23644647825786,NA,NA,NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86288971817501,NA,NA,NA
"148",NA,NA,NA,NA,12.9276864765309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,2.16519676881619,NA,NA,NA,NA,NA,NA,NA,5.33562278477909,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,9.59722655036718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",13.8571836595301,NA,NA,NA,NA,NA,NA,7.23259745997714,NA,8.11491877621537,NA,NA,NA,NA,NA
"154",NA,NA,NA,6.26615810310216,NA,NA,NA,NA,13.9123043131693,NA,NA,NA,NA,NA,7.03728307834023
"155",NA,6.85597145193158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",6.48719202257269,8.2517241173695,13.8178008935149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,4.94131817338881,NA,6.64885053791087,NA,6.82928103714023,NA,NA,NA,NA,6.78049308334949
"158",6.68455124150607,NA,7.51678422737318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,3.75383747501353,NA,1.7043455976371,NA,2.64661125628086,NA,NA,NA,2.54333657103291,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",8.19802745859118,NA,NA,3.46322684627252,NA,NA,NA,7.11432236620498,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,10.0590114366714,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,5.55940307167273,NA,NA,NA,NA,NA,3.18536716372942,NA,NA,NA,2.84198510744755,NA,NA
"164",NA,NA,NA,NA,NA,NA,8.74299132858459,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,NA,NA,NA,18.2609249523781,NA,8.47758475808405,6.72088975611319,NA,NA,11.3088159849864,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,11.9721231875543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,4.46899414763232,NA,NA,NA,1.50516275447126,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,18.1819834948956,NA,NA,NA,NA,7.05237779672297,NA,NA,NA,NA,NA,4.07007421229961,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,7.95430666928287,NA,NA,11.9471072864339,NA,0,NA
"173",NA,NA,5.85036339186707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368780386113108,1.17166366131504
"174",10.7616841555383,8.69013313240224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58209581837239,NA,NA,NA
"176",NA,NA,NA,0.567219414501056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",10.6251689738718,NA,NA,NA,NA,8.58553708364018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,8.63647146083157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96389417734381,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,8.65615799665883,NA,NA,NA,9.6612984227868,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4713251427656,NA,NA,NA,NA
"181",NA,5.32537411797048,NA,NA,NA,NA,NA,NA,NA,3.56176097719633,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,9.74258903783288,NA,NA,NA,NA,NA,NA,8.44767350509608,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA,NA,NA,8.77013968011496,NA,NA,NA,NA,NA,NA
"184",NA,8.8640878633565,15.80135011769,3.96568259097274,NA,NA,7.60743246441976,7.87170288897717,11.6531489142226,NA,NA,NA,12.7377084110769,NA,7.66227955184901
"185",NA,NA,13.4175747189832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,11.0804549696426,NA,NA,14.9514518444049,NA,NA,NA,NA,NA,13.2635297479962,NA,NA,NA,NA
"187",NA,NA,9.61010348044854,NA,NA,NA,NA,NA,NA,3.31892380689812,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37146533828829,NA,NA,NA,NA,NA
"189",NA,NA,16.7276796974632,4.10077014218406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2814083066214,5.5019031677014
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA,9.20114573875351,NA,NA,NA,NA,NA,NA,10.466128783105,NA,NA
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,NA,NA,NA,NA,NA,6.35500330211876,NA,NA,NA,NA,NA,NA,NA,8.67289827008676
"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45704860326703
"197",NA,NA,NA,NA,NA,NA,1.17882441510599,NA,NA,NA,2.98543602768196,4.9822230191774,NA,NA,2.91589781954288
"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92154314706183,NA
"199",NA,NA,NA,NA,NA,NA,NA,6.73177731927942,10.460931541367,NA,NA,NA,NA,2.59273382430233,NA
"200",NA,NA,NA,3.25525136661311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,17.2004257818936,NA,NA,NA,NA,NA,10.9514150706979,3.53899064275165,NA,12.0525036424006,NA,NA,NA
"202",NA,NA,NA,NA,NA,7.71055922217594,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7122108601387,5.50968777721575,5.72483685157722,7.60179828912006,NA,NA
"204",NA,3.84996407338202,NA,NA,7.95839317318435,NA,4.98878476724245,NA,NA,NA,NA,NA,NA,NA,7.35194902678815
"205",6.69727860613073,NA,NA,NA,NA,4.81759669638215,NA,4.00635902326819,NA,NA,7.74799192950431,NA,NA,NA,NA
"206",0.884256128975331,4.96733489544349,NA,NA,NA,NA,NA,NA,NA,0.412560948060215,NA,NA,NA,NA,NA
"207",NA,6.70852623876159,NA,NA,NA,10.8853255716915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,13.5936991315246,8.66358650351384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,3.41009677938014,NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,9.94227456797457,14.0010535039411,4.74906960621716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,NA,1.77554474907834,NA,NA,NA,4.26467248361408,NA,NA,NA,5.64620682511748,NA,0.725649646796993,NA
"213",7.68997786138898,6.66633180325563,NA,4.63950411585752,NA,NA,5.46459973372365,NA,NA,4.68007011408848,NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567202406097713,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67092238748269,NA,1.72613832040333,NA
"216",NA,NA,NA,NA,10.8921909966672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,NA,NA,3.86720577281073,NA,NA,NA,NA,3.53445264901752,NA,NA,3.71292954381253,NA,NA
"218",14.183648392245,NA,NA,NA,NA,NA,NA,7.24536338637148,NA,NA,12.2630527562759,NA,NA,NA,11.0445812762507
"219",5.55270040376019,NA,NA,NA,NA,NA,3.62559539622821,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,15.5824899717786,NA,NA,NA,NA,4.93587572621398,NA,NA,10.231150295927,NA,11.4594818088824,NA,NA
"221",NA,5.04068957501159,NA,3.4143816382919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31150348665301
"222",NA,4.48437216594489,NA,NA,NA,5.77414262025683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,14.9011448397046,NA,NA,NA,NA,NA,11.0521069665567,4.53316944872339,NA,9.59936718958745,NA,NA,NA
"224",7.1756876434376,NA,NA,NA,NA,NA,NA,NA,7.89096363632725,NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6937351646494,NA,NA,NA,2.07356971309684,NA
"226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",7.16999328553353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",5.80709158069521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451379966869296
"230",NA,NA,NA,NA,NA,NA,NA,NA,7.4991327611952,NA,NA,NA,NA,NA,NA
"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,3.42064151965621,9.35122099844369,NA,NA,NA,NA,5.66367129672446,6.4665807485613,NA,NA,NA,NA,NA,NA
"233",NA,NA,NA,3.88306115306285,NA,NA,NA,NA,NA,NA,NA,10.0599114070976,NA,1.14371680865749,7.89329856978815
"234",NA,NA,NA,2.81252675068401,NA,NA,NA,NA,NA,5.46738495053365,NA,NA,NA,NA,NA
"235",NA,1.92136503191904,NA,NA,4.06061543875392,NA,NA,2.8630491068013,NA,NA,NA,NA,NA,NA,2.83030348951879
